"","site_number","study_number","lon","lat","X.1","X","reference","site_name","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI","cells_deforestation","deforest_prop"
"1198","988_2",988,-46.63571667,-23.45103333,4821,18834,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Anopheles (Nyssorhynchus) strodei Root, 1926","Anopheles","strodei","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00108932461873638,"Anopheles strodei","substantial","secondary vegetation-substantial",0,0
"1199","988_2",988,-46.63571667,-23.45103333,4826,18871,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Protomacleaya) terrens (Walker, 1856)","Aedes","terrens","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",14,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.0152505446623094,"Aedes terrens","substantial","secondary vegetation-substantial",0,0
"1200","988_2",988,-46.63571667,-23.45103333,4827,18872,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Stegomyia) albopictus (Skuse, 1895)","Aedes","albopictus","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",4,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00435729847494553,"Aedes albopictus","substantial","secondary vegetation-substantial",0,0
"1201","988_2",988,-46.63571667,-23.45103333,4828,18873,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Stegomyia) albopictus (Skuse, 1895)","Aedes","albopictus","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",8,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.00871459694989107,"Aedes albopictus","substantial","secondary vegetation-substantial",0,0
"1202","988_2",988,-46.63571667,-23.45103333,4825,18870,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Protoculex) serratus (Theobald, 1901)","Aedes","serratus","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00108932461873638,"Aedes serratus","substantial","secondary vegetation-substantial",0,0
"1203","988_2",988,-46.63571667,-23.45103333,4830,18881,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Aedes (Georgecraigius) ﬂuviatilis (Lutz, 1904)","Aedes","fluviatilis","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",5,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00544662309368192,"Aedes fluviatilis","substantial","secondary vegetation-substantial",0,0
"1204","988_2",988,-46.63571667,-23.45103333,4829,18874,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Anopheles (Kerteszia) cruzii Dyar & Knab, 1908","Anopheles","cruzii","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",1,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00108932461873638,"Anopheles cruzii","substantial","secondary vegetation-substantial",0,0
"1205","988_2",988,-46.63571667,-23.45103333,4820,18833,"CerettiJunior2020","Administration Center","988_1","Brazil","transition zone, located farther inside the partk about 400 m from where the forested area meets a highly urbanised area. The site has medium-height to tall trees with uneven canopy structure, grassy garden, two ponds, some crops and trees with bromeliads","secondary vegetation","secondary vegetation","light","Anopheles (Kerteszia) cruzii Dyar & Knab, 1908","Anopheles","cruzii","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",40,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.0435729847494553,"Anopheles cruzii","substantial","secondary vegetation-substantial",0,0
"1206","988_3",988,-46.62008333,-23.4104,4839,18985,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Stegomyia) albopictus (Skuse, 1895)","Aedes","albopictus","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",31,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.0337690631808279,"Aedes albopictus","minimal","secondary vegetation-minimal",0,0
"1207","988_3",988,-46.62008333,-23.4104,4840,19009,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Protomacleaya) terrens (Walker, 1856)","Aedes","terrens","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",23,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.0250544662309368,"Aedes terrens","minimal","secondary vegetation-minimal",0,0
"1208","988_3",988,-46.62008333,-23.4104,4843,19012,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Ochlerotatus) scapularis (Rondani, 1848)","Aedes","scapularis","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",84,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.0915032679738562,"Aedes scapularis","minimal","secondary vegetation-minimal",0,0
"1209","988_3",988,-46.62008333,-23.4104,4844,19013,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Anopheles (Kerteszia) cruzii Dyar & Knab, 1908","Anopheles","cruzii","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",17,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.0185185185185185,"Anopheles cruzii","minimal","secondary vegetation-minimal",0,0
"1210","988_3",988,-46.62008333,-23.4104,4845,19014,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Anopheles (Kerteszia) cruzii Dyar & Knab, 1908","Anopheles","cruzii","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",209,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.227668845315904,"Anopheles cruzii","minimal","secondary vegetation-minimal",0,0
"1211","988_3",988,-46.62008333,-23.4104,4846,19016,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Georgecraigius) ﬂuviatilis (Lutz, 1904)","Aedes","fluviatilis","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",3,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00326797385620915,"Aedes fluviatilis","minimal","secondary vegetation-minimal",0,0
"1212","988_3",988,-46.62008333,-23.4104,4847,19017,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Ochlerotatus) crinifer (Theobald, 1903)","Aedes","crinifer","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",2,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00217864923747277,"Aedes crinifer","minimal","secondary vegetation-minimal",0,0
"1213","988_3",988,-46.62008333,-23.4104,4848,19018,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Ochlerotatus) crinifer (Theobald, 1903)","Aedes","crinifer","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",20,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.0217864923747277,"Aedes crinifer","minimal","secondary vegetation-minimal",0,0
"1214","988_3",988,-46.62008333,-23.4104,4849,19019,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Protoculex) serratus (Theobald, 1901)","Aedes","serratus","number of individuals","January-December","2015-02",2015,"2017-04","CO2-baited CDC light trap, Shannon trap, Nasci aspirator, Hand-held electric aspirator",918,"sampling hours per site","outdoor",NA,"both","adult",3,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_1",0.00326797385620915,"Aedes serratus","minimal","secondary vegetation-minimal",0,0
"1215","988_3",988,-46.62008333,-23.4104,4841,19010,"CerettiJunior2020","Pinheirinho trail","988_1","Brazil","preserved forest, forested area with tall trees in advanced stage of regeneration, area has not suffered many changes","secondary vegetation","secondary vegetation","minimal","Aedes (Stegomyia) aegypti aegypti  (Linnaeus, 1762)","Aedes","aegypti","number of individuals","January-December","2015-02",2015,"2017-04","larval dips, suction samplers",918,"sampling hours per site","outdoor",NA,"both","immature",35,NA,"multiple","Serra do Mar coastal forests","Tropical & Subtropical Moist Broadleaf Forests","988_2",0.0381263616557734,"Aedes aegypti","minimal","secondary vegetation-minimal",0,0
