"","X","study_number","lon","lat","reference","site_name","site_number","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI"
"5720",15480,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.01666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5721",15481,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5722",15482,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.01666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5723",15483,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.01666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5724",15484,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5725",15485,26,-60.04026,-3.099,"Hendy2020","C-102-3","26_13","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.01666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5726",15532,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5727",15533,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5728",15534,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5729",15535,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5730",15536,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"5731",15537,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"5732",15538,26,-60.04044,-3.09889,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","May","14/05/2018",2018,"15/05/2018","BG-Sentinel",24.51666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_55",0,"Anopheles nimbus","minimal","primary vegetation-minimal"
"5740",15596,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5741",15597,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.16666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5742",15598,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5743",15599,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.16666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5744",15600,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.16666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5745",15601,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","22/04/2019",2019,"22/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_37",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5746",15602,26,-60.0405,-3.09906,"Hendy2020","C-103-2","26_17","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","22/04/2019",2019,"23/04/2019","BG-Sentinel",26.16666667,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_62",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5747",15649,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5748",15650,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5749",15651,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5750",15652,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5751",15653,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
"5752",15654,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Anopheles triannulatus","minimal","primary vegetation-minimal"
"5753",15655,26,-60.04083,-3.0974,"Hendy2020","C-102-1","26_10","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","May","09/05/2018",2018,"10/05/2018","BG-Sentinel",20.7,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_50",0,"Anopheles nimbus","minimal","primary vegetation-minimal"
"5754",15681,26,-60.04129,-3.10273,"Hendy2020","C-103-6","26_18","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes scapularis","minimal","primary vegetation-minimal"
"5755",15682,26,-60.04129,-3.10273,"Hendy2020","C-103-6","26_18","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes serratus","minimal","primary vegetation-minimal"
"5756",15683,26,-60.04129,-3.10273,"Hendy2020","C-103-6","26_18","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes aegypti","minimal","primary vegetation-minimal"
"5757",15684,26,-60.04129,-3.10273,"Hendy2020","C-103-6","26_18","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Aedes albopictus","minimal","primary vegetation-minimal"
"5758",15685,26,-60.04129,-3.10273,"Hendy2020","C-103-6","26_18","26_1","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","May","03/05/2018",2018,"04/05/2018","BG-Sentinel",20.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_45",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal"
